grp , pp , S , IDR , IDL , decTimeL , MTL , peakVelR , maxangleR , rho , circularityR , accQL , accTimeR , q4L , Rf , q2L , IPerfEfL , q3L , accQR , q2R , flsAmp , peakVelL , phDiffStd , MTR , decTimeR , IPerfR , IPerfL , circularityL , phDiffMean , IPerfEfR , q3R , maxangleL , flsPC , q1L , accTimeL , q4R , q1R , Lf
2,5,4,1,1,0.46549,1.7041,0.11726,0.31021,1,0.76788,1.1346,0.51357,0.63958,0.29185,0.65595,3.4208,0.89465,1.147,0.69929,0.099552,0.12043,0.0077761,1.6379,0.48724,4.3217,3.1478,0.77081,0.36829,4.7083,0.78317,0.28337,0.1765,0.84358,0.53511,0.60192,0.77355,0.29185
2,5,4,1,1,0.45623,1.5273,0.13099,0.2691,1,0.64914,1.0406,0.50726,0.59221,0.30048,0.48989,7.5628,0.78396,1.0838,0.61515,0.10335,0.12187,0.0083045,1.6439,0.49336,3.2828,7.4971,0.69076,0.40043,3.5144,0.60012,0.30181,0.17628,0.69875,0.54518,0.61565,0.74481,0.30048
2,5,4,1,1,0.46737,1.1701,0.1673,0.35814,1,0.63166,1.0098,0.532,0.60606,0.39378,0.60677,8.8368,0.73571,0.93097,0.64844,0.12305,0.16378,0.0056227,1.1673,0.46951,8.0276,8.5849,0.71754,0.31468,8.1111,0.60712,0.26515,0.17669,0.72335,0.53424,0.67295,0.48517,0.39378
2,5,4,1,2,0.46791,0.46654,0.14783,0.32784,2.913,0.69047,0.88977,0.53763,0.82557,0.36821,0.90627,6.8772,0.83495,0.96957,0.70673,0.10768,0.29801,0.946,1.302,0.46351,6.0656,5.5962,0.88781,1.3466,6.4604,0.89896,0.16039,0.11468,0.73366,0.53424,0.56447,0.65078,1.0726
2,5,4,1,2,0.47134,0.41738,0.15325,0.28801,3.5417,0.68084,0.89617,0.54943,0.78583,0.34981,0.86751,7.7719,0.78983,0.90896,0.5819,0.064708,0.34344,0.97631,1.296,0.45171,6.0224,6.2558,0.80211,0.14549,6.0973,0.71815,0.17688,0.078476,0.83526,0.53107,0.63361,0.50761,1.2389
2,5,4,1,2,0.46392,0.38608,0.15208,0.31557,3.1852,0.68479,0.8683,0.54337,0.85365,0.41199,0.90735,8.7163,0.81783,0.9213,0.56763,0.091178,0.38095,0.97457,1.1709,0.45844,9.6435,6.7632,0.80909,2.316,9.6722,0.84334,0.14458,0.1159,0.74885,0.53868,0.62723,0.60666,1.3123
2,5,4,2,1,0.46566,1.9484,0.24235,0.21237,3.0435,0.80247,1.0657,0.5303,0.49455,0.78574,0.64434,3.0657,0.83519,0.91246,0.78494,4.7452e-05,0.1096,0.96471,0.68323,0.47118,5.9292,2.7654,0.73986,0.030951,6.5228,0.86198,0.30972,0.00010683,0.721,0.53486,0.79762,0.7175,0.25817
2,5,4,2,1,0.46728,1.7104,0.25014,0.26099,2.8846,0.79834,1.0848,0.52543,0.61239,0.74737,0.68235,9.1728,0.91744,0.9281,0.81786,7.3126e-05,0.10668,0.97131,0.67504,0.47606,5.9641,8.7509,0.7733,2.7788,6.5138,0.73384,0.25496,0.00014781,0.65526,0.53436,0.77217,0.688,0.25909
2,5,4,2,1,0.46152,1.8742,0.26767,0.26453,2.9545,0.7622,1.0058,0.53267,0.59721,0.79346,0.7336,3.0036,0.95551,0.8997,0.75187,3.3992e-05,0.11693,0.97387,0.63342,0.46892,6.3462,2.8672,0.70738,0.87064,5.8965,0.82972,0.30644,5.7579e-05,0.60664,0.53901,0.77884,0.63777,0.26855
2,5,4,2,2,0.46966,0.4142,0.23259,0.37367,1.8077,0.74101,0.89281,0.54235,0.87378,0.66817,0.89163,7.4946,0.80637,0.87213,0.77601,0.14724,0.36716,0.95615,0.76026,0.459,5.377,6.3178,0.86942,-2.613,5.1866,0.7862,0.16619,0.16747,0.83909,0.53277,0.63933,0.66598,1.2079
2,5,4,2,2,0.47003,0.40173,0.22732,0.38153,2,0.71515,0.89298,0.54159,0.83034,0.63345,0.8791,7.6015,0.89734,0.89957,0.68091,0.11448,0.35663,0.4271,0.81164,0.45965,4.9695,6.5046,0.83128,2.8209,6.2259,0.71556,0.26425,0.13701,0.82653,0.53247,0.72069,0.64975,1.2669
2,5,4,2,2,0.46449,0.38208,0.21227,0.37859,2.3043,0.7628,0.8698,0.53448,0.7865,0.57592,0.86889,9.4451,0.83712,0.91979,0.74995,0.11876,0.39482,0.97769,0.86885,0.46668,4.6376,6.827,0.83428,-2.6935,5.5691,0.81121,0.22042,0.1473,0.84653,0.53814,0.64731,0.68401,1.3271
2,5,4,3,1,0.46631,1.6176,0.34967,0.30943,4.56,0.80914,1.0549,0.53639,0.60838,1.1843,0.68976,11.626,0.90968,0.87647,0.83798,0.00010121,0.095727,0.93868,0.42908,0.46595,6.0838,11.134,0.71353,2.8114,8.8068,0.83749,0.26568,0.00021131,0.85069,0.53578,0.83623,0.76595,0.25972
2,5,4,3,1,0.46733,1.539,0.37106,0.24334,3.8261,0.80061,1.0415,0.53203,0.58886,1.1772,0.65832,5.9768,0.91249,0.89513,0.8215,6.9366e-05,0.13187,0.97366,0.41175,0.47044,6.4312,6.0435,0.69081,-0.75694,9.514,0.86255,0.21776,0.00011962,0.73744,0.5338,0.83204,0.73564,0.30768
2,5,4,3,1,0.4597,1.5125,0.36534,0.21484,3.9583,0.81717,1.019,0.5443,0.59806,1.237,0.64292,3.6542,0.84555,0.85083,0.84756,0.0017994,0.12987,0.96712,0.42913,0.45805,6.1175,3.628,0.80105,2.7892,8.5685,0.79281,0.25458,0.0030537,0.66283,0.54098,0.83336,0.74926,0.3125
2,5,4,3,2,0.48331,0.39784,0.38061,0.25266,1,0.79422,0.9429,0.52137,0.83526,1.2556,0.84925,8.8886,0.85912,0.93596,0.81635,0.17242,0.36515,0.0063845,0.39756,0.48116,6.5613,6.554,0.85165,-0.065989,9.4038,0.84645,0.20827,0.17664,0.84425,0.51921,0.75713,0.81761,1.2556
2,5,4,3,2,0.46773,0.36987,0.41331,0.2829,1,0.83928,0.87995,0.5205,0.81083,1.3428,0.87538,10.382,0.87309,0.93181,0.8169,0.16747,0.40191,0.0095504,0.3698,0.48221,7.0424,7.0395,0.83431,0.01494,11.243,0.9079,0.20554,0.17664,0.83431,0.53498,0.83317,0.86644,1.3428
2,5,4,3,2,0.46359,0.34071,0.42198,0.25768,1,0.87153,0.86889,0.51711,0.81469,1.4648,0.88873,9.9445,0.8159,0.94525,0.91274,0.16509,0.42334,0.0089742,0.34071,0.48583,7.6503,7.6515,0.86216,0.069187,10.312,0.90716,0.18735,0.17676,0.7956,0.53936,0.79278,0.84375,1.4648
2,5,7,1,1,0.46781,1.2083,0.15929,0.44732,1,0.73543,1.1614,0.51071,0.7222,0.39062,0.59436,10.385,0.89156,1.1423,0.60443,0.1323,0.13964,0.0072942,1.3002,0.49007,4.1189,10.37,0.84595,0.41085,4.5857,0.67915,0.46069,0.17501,0.7747,0.53414,0.62499,0.80057,0.39062
2,5,7,1,1,0.46732,1.4993,0.14074,0.32937,1,0.69758,1.2234,0.51974,0.63868,0.33053,0.577,3.8418,0.95396,1.0176,0.58451,0.10688,0.13922,0.014605,1.4957,0.48094,3.6139,3.5822,0.68948,0.47451,2.2492,0.60022,0.32833,0.17667,0.8322,0.53335,0.61922,0.64364,0.33053
2,5,7,1,1,0.48113,1.3202,0.17039,0.28852,1,0.68388,1.2707,0.51872,0.56695,0.37692,0.58924,4.2462,0.78584,1.0124,0.5566,0.1263,0.16613,0.0076399,1.3166,0.48204,4.0769,4.0601,0.61528,0.38838,4.6431,0.57793,0.22779,0.17569,0.72448,0.51963,0.60595,0.62222,0.37692
2,5,7,1,2,0.48872,0.36139,0.17541,0.37499,3.04,0.65067,0.96027,0.52401,0.88191,0.45211,0.87815,8.9547,0.80517,1.0139,0.67859,0.054242,0.37462,0.96338,0.99251,0.4785,13.355,7.2342,0.85846,2.7419,14.175,0.63738,0.19024,0.072855,0.78581,0.51407,0.54207,0.58867,1.3744
2,5,7,1,2,0.49335,0.36547,0.1542,0.39977,3.4167,0.67187,0.97635,0.53213,0.8347,0.39725,0.85951,8.3868,0.85069,1.0375,0.59291,0.085468,0.37941,0.97678,1.1993,0.46983,10.423,7.143,0.82818,1.1644,11.358,0.74372,0.24158,0.1136,0.72336,0.5094,0.63994,0.67407,1.3573
2,5,7,1,2,0.49517,0.35334,0.1971,0.40073,2.9615,0.63994,0.98356,0.52073,0.81401,0.48828,0.90153,9.8731,0.85885,1.0566,0.61842,0.076463,0.40847,0.99065,1.031,0.48025,5.2546,7.3901,0.87768,0.66557,3.8961,0.75527,0.25068,0.10744,0.78107,0.50768,0.56732,0.70227,1.4461
2,5,7,2,1,0.4665,1.5999,0.21,0.22199,2.2083,0.81937,1.0981,0.50244,0.56826,0.63119,0.77999,7.929,0.98949,1.0843,0.79552,0.00012136,0.10832,0.95066,0.79444,0.49884,5.099,7.7522,0.85097,2.0397,5.7565,0.78925,0.3369,0.0001953,0.86482,0.53495,0.68797,0.81947,0.28582
2,5,7,2,1,0.44979,1.3756,0.26923,0.18044,2.3846,0.8018,1.0192,0.51481,0.62568,0.8904,0.81614,6.5149,0.90731,0.96933,0.80364,0.00028046,0.13441,0.9143,0.61635,0.48685,6.6315,6.0999,0.76648,-2.7717,7.3186,0.71764,0.29674,0.00044692,0.70912,0.55135,0.83041,0.66376,0.37339
2,5,7,2,1,0.45418,1.5829,0.27207,0.18346,2.6,0.75738,1.0704,0.51409,0.58307,0.8138,0.68701,3.6708,0.89227,0.96595,0.74414,9.5147e-05,0.12776,0.94172,0.60937,0.48756,6.6254,3.4044,0.73578,-3.0944,7.4271,0.79738,0.28944,0.0001486,0.69859,0.54646,0.78312,0.76376,0.313
2,5,7,2,2,0.4802,0.32484,0.25893,0.2867,2.04,0.74864,0.92816,0.494,0.81521,0.76294,0.91562,11.179,0.8791,1.0523,0.71929,0.10342,0.41011,0.95471,0.6659,0.50752,6.0628,8.0577,0.85878,-1.4905,7.3671,0.65592,0.21515,0.14191,0.85209,0.5229,0.76816,0.7955,1.5564
2,5,7,2,2,0.50309,0.33761,0.21113,0.30347,2.6154,0.76351,1.0155,0.52733,0.79352,0.57706,0.8437,8.8235,0.82095,0.96069,0.68778,0.087341,0.4219,0.97501,0.85596,0.47385,4.7114,7.7369,0.80613,2.2749,5.644,0.81287,0.18512,0.12297,0.78786,0.49989,0.64666,0.79368,1.5092
2,5,7,2,2,0.49946,0.33136,0.24466,0.37668,2.1667,0.79232,1.0024,0.52596,0.84986,0.68934,0.84268,9.3776,0.84192,0.94354,0.7441,0.1097,0.43671,0.84865,0.69225,0.47554,6.0052,7.8654,0.84986,1.1014,5.9111,0.78995,0.19341,0.14731,0.81888,0.50357,0.81267,0.85004,1.4936
2,5,7,3,1,0.4624,1.3549,0.34104,0.19251,3,0.83113,1.0328,0.52789,0.66703,1.0728,0.63595,5.0421,0.8116,0.90776,0.86237,7.1518e-05,0.12973,0.52939,0.46289,0.47428,5.6374,5.034,0.82284,2.3539,8.1002,0.85943,0.35276,0.00011958,0.66935,0.53855,0.81203,0.75501,0.35761
2,5,7,3,1,0.45757,1.2548,0.31794,0.19871,2.7826,0.8558,1.1148,0.54683,0.62095,1.0776,0.70006,9.3465,0.96859,0.84028,0.8372,3.1002e-05,0.13035,0.9393,0.48189,0.45526,5.4184,8.731,0.83222,2.524,8.1308,0.86968,0.35796,4.7257e-05,0.87846,0.54407,0.85952,0.81207,0.38726
2,5,7,3,1,0.48303,1.3038,0.3538,0.21582,3.1481,0.82293,1.202,0.54671,0.62841,1.2207,0.67384,4.4536,0.87842,0.84399,0.84103,7.266e-05,0.1584,0.95127,0.42648,0.45566,6.1545,4.1337,0.7536,-1.1315,8.2525,0.84008,0.26814,0.00013521,0.80725,0.51775,0.79346,0.74412,0.38775
2,5,7,3,2,0.4773,0.26778,0.53605,0.20032,1,0.86999,0.91231,0.53319,0.84246,1.878,0.88633,13.679,0.83094,0.8872,0.87839,0.15215,0.52762,0.0057959,0.2671,0.47056,9.7525,9.7267,0.8633,0.2108,14.726,0.88214,0.14602,0.17635,0.78458,0.52645,0.87886,0.87353,1.878
2,5,7,3,2,0.46492,0.26855,0.53245,0.24233,1,0.88575,0.8706,0.53213,0.77333,1.8717,0.91625,12.304,0.90945,0.89155,0.88575,0.13555,0.52105,0.011695,0.26823,0.4716,9.7059,9.6992,0.84685,0.1005,13.261,0.8948,0.26004,0.17518,0.77217,0.53881,0.8624,0.86899,1.8717
2,5,7,3,2,0.48199,0.27764,0.54585,0.2083,1,0.87171,0.93115,0.53229,0.79502,1.7904,0.86236,13.556,0.90169,0.8924,0.90861,0.14414,0.52955,0.010548,0.27747,0.47132,9.3996,9.3917,0.81839,0.090063,13.403,0.87031,0.31831,0.17614,0.85435,0.52162,0.82131,0.84466,1.7904
1,6,1,1,1,0.47611,2.1782,0.051153,0.25129,1,0.66817,1.0174,0.50688,0.71729,0.17989,0.82775,10.366,0.87156,1.1307,0.71615,0.060953,0.070942,0.0015329,1.6715,0.49703,20.84,9.8178,0.78679,-0.050664,21.662,0.61181,0.29585,0.17675,0.67203,0.52573,0.63905,0.73365,0.17989
1,6,1,1,1,0.46063,2.6727,0.05696,0.18639,1,0.69981,1.018,0.52035,0.59983,0.13287,0.77758,8.4921,0.64841,1.0952,0.76454,0.045233,0.073123,0.0021818,2.2721,0.48205,12.778,8.2621,0.63999,-0.0392,13.621,0.85418,0.14154,0.17671,0.65798,0.54093,0.61818,0.63153,0.13287
1,6,1,1,1,0.48056,2.0311,0.088057,0.23707,1,0.6419,1.0907,0.5021,0.55259,0.17133,0.65109,12.193,0.78108,1.2538,0.63742,0.055808,0.10032,0.0024625,2.0332,0.49987,10.51,11.752,0.61426,-0.050553,11.769,0.72985,0.24329,0.17643,0.65296,0.52165,0.5967,0.6988,0.17133
1,6,1,1,2,0.48919,1.483,0.14051,0.41707,1,0.73477,1.1828,0.49879,0.58612,0.34467,0.65583,3.5376,0.88034,1.2145,0.66376,0.1144,0.15621,0.0022258,1.5106,0.50188,3.5562,2.2005,0.72267,-0.057205,3.7565,0.83871,0.39218,0.17641,0.62068,0.51166,0.64042,0.67714,0.34467
1,6,1,1,2,0.49197,1.5807,0.1345,0.26125,1,0.70712,1.2085,0.49214,0.69857,0.31072,0.68086,3.7557,0.83181,1.3339,0.63168,0.10194,0.15865,0.0023526,1.5728,0.50889,5.4662,2.293,0.72957,-0.05075,5.8929,0.93923,0.31383,0.17669,0.72463,0.50891,0.57636,0.72488,0.31072
1,6,1,1,2,0.48614,1.5249,0.14308,0.31902,1,0.72439,1.1498,0.51516,0.58515,0.30048,0.62504,2.5534,0.74581,1.1342,0.69327,0.10954,0.17292,0.0030111,1.4594,0.48586,5.4646,1.7449,0.66141,-0.046587,6.0104,0.7995,0.2388,0.17486,0.76213,0.51453,0.66302,0.59974,0.30048
1,6,1,2,1,0.48798,1.687,0.10112,0.211,1,0.80404,1.1578,0.50572,0.64107,0.26717,0.65445,13.893,0.78988,1.2697,0.76669,0.078074,0.10118,0.0029055,1.8586,0.49555,5.0641,12.699,0.69968,-0.066375,6.1345,0.80871,0.27611,0.17509,0.82237,0.5144,0.68184,0.8707,0.26717
1,6,1,2,1,0.46593,1.5531,0.083948,0.27259,1,0.76154,1.0229,0.51272,0.58999,0.24858,0.65736,13.076,0.75306,1.1531,0.70329,0.076588,0.091399,0.0037158,1.598,0.4898,10.047,13.357,0.72292,-0.028689,12.151,0.77446,0.24855,0.17594,0.7085,0.53658,0.6276,0.66716,0.24858
1,6,1,2,1,0.47548,1.4608,0.10206,0.32037,1,0.71799,1.0471,0.49625,0.60558,0.23872,0.67636,13.488,0.80853,1.2151,0.59754,0.073116,0.1119,0.0027595,1.5246,0.50616,9.6206,12.849,0.68028,-0.058036,11.653,0.7202,0.20047,0.17586,0.6986,0.52693,0.56411,0.67192,0.23872
1,6,1,2,2,0.49165,1.1346,0.17078,0.49315,1,0.71878,1.0458,0.48211,0.62276,0.43597,0.7152,4.628,0.95153,1.2387,0.689,0.14181,0.1891,0.0031902,1.1309,0.51913,4.9882,3.0014,0.8022,-0.094098,6.3901,0.70509,0.33531,0.17499,0.82766,0.50951,0.54453,0.75272,0.43597
1,6,1,2,2,0.49697,1.2459,0.15927,0.32894,1,0.77516,1.1432,0.46972,0.59439,0.39786,0.65198,3.5073,0.79194,1.3384,0.65668,0.12482,0.16922,0.0040791,1.246,0.5311,3.275,2.1203,0.70667,0.00070833,4.0046,0.7776,0.28695,0.17663,0.74587,0.50385,0.58849,0.86769,0.39786
1,6,1,2,2,0.50431,1.1167,0.17068,0.43243,1,0.70393,1.1084,0.47545,0.59347,0.44041,0.70697,3.7633,0.82021,1.2891,0.69297,0.13763,0.18504,0.0034131,1.1157,0.52546,3.6365,2.3576,0.65607,-0.0016888,4.3085,0.80999,0.24929,0.17617,0.76317,0.49659,0.566,0.84917,0.44041
1,6,1,3,1,0.48872,1.5837,0.11005,0.24882,1,0.7249,1.1312,0.50816,0.55042,0.30964,0.6388,7.5488,0.80274,1.179,0.75309,0.08241,0.13853,0.0073935,1.4463,0.49382,5.1588,7.0231,0.72544,-0.0062383,7.6071,0.7844,0.21161,0.17179,0.63615,0.5126,0.56718,0.67438,0.30964
1,6,1,3,1,0.48323,1.5804,0.12631,0.29979,1,0.65694,1.1192,0.51409,0.59098,0.29402,0.60446,6.9067,0.92653,1.218,0.66526,0.083785,0.14179,0.0022171,1.6383,0.48694,2.6732,6.7736,0.745,-0.033739,4.5804,0.82527,0.25622,0.17468,0.6939,0.51805,0.52828,0.56572,0.29402
1,6,1,3,1,0.47844,1.3361,0.105,0.24344,1,0.75593,1.0321,0.50994,0.54044,0.28352,0.61253,13.469,0.80854,1.1263,0.65477,0.081719,0.12657,0.0040203,1.3192,0.49235,5.9429,12.976,0.70519,-0.021943,9.8044,0.73994,0.18637,0.17487,0.69462,0.52399,0.60144,0.62106,0.28352
1,6,1,3,2,0.50017,1.119,0.15379,0.32164,1,0.764,1.0782,0.49574,0.63571,0.46794,0.66359,3.0906,0.88492,1.1432,0.7486,0.14343,0.17354,0.0069038,1.1176,0.50517,2.3556,2.3518,0.72347,-0.086597,3.6291,0.86756,0.17534,0.17587,0.74856,0.50073,0.64867,0.81316,0.46794
1,6,1,3,2,0.52089,0.95866,0.17347,0.31751,1,0.78769,1.1636,0.44372,0.73141,0.52235,0.7114,3.8376,0.83453,1.3786,0.66828,0.14403,0.18958,0.004171,0.957,0.55733,2.7428,2.7334,0.77393,-0.053171,4.5503,0.78673,0.24563,0.17674,0.81434,0.48016,0.71436,0.78087,0.52235
1,6,1,3,2,0.50563,0.88258,0.18369,0.22869,1,0.7928,1.0814,0.46501,0.80202,0.59108,0.77422,4.5581,0.84994,1.2633,0.66061,0.15551,0.19883,0.0047181,0.88169,0.53613,2.9706,2.966,0.85029,-0.037782,4.7653,0.9178,0.23843,0.17669,0.79483,0.49551,0.72336,0.82122,0.59108
1,6,4,1,1,0.49976,1.468,0.09158,0.30682,1,0.65997,1.0986,0.50918,0.58477,0.26905,0.63209,15.466,0.74852,1.1342,0.69397,0.085112,0.11689,0.0033663,1.2795,0.49435,18.76,14.209,0.72658,-0.08167,21.511,0.62742,0.22141,0.17656,0.70532,0.50291,0.56762,0.57064,0.26905
1,6,4,1,1,0.50147,1.3255,0.12652,0.46594,1,0.72714,1.1204,0.51252,0.56988,0.30141,0.63024,20.018,0.85904,1.1427,0.67996,0.095215,0.11067,0.0038683,1.7042,0.48861,6.0194,18.718,0.70869,-0.077834,6.903,0.8578,0.35735,0.17668,0.79229,0.50205,0.6356,0.66175,0.30141
1,6,4,1,1,0.48428,1.5193,0.13022,0.39418,1,0.72634,1.0641,0.50864,0.58991,0.29297,0.5945,10.45,0.63186,1.2095,0.56275,0.090676,0.13281,0.0025214,1.6855,0.49232,5.1052,9.5208,0.75355,-0.1081,5.663,0.78092,0.32145,0.17646,0.72708,0.51751,0.60369,0.68073,0.29297
1,6,4,1,2,0.49964,1.3232,0.13588,0.39807,1,0.76841,1.2138,0.49235,0.61798,0.30839,0.60922,7.2182,0.80434,1.2167,0.58712,0.11157,0.14859,0.0094812,1.3677,0.5095,9.84,6.2298,0.75034,-0.065804,10.004,0.79147,0.34726,0.17384,0.77119,0.50276,0.61983,0.81677,0.30839
1,6,4,1,2,0.50728,1.2802,0.13815,0.52205,1,0.68185,1.191,0.50099,0.67198,0.38471,0.60365,4.822,0.82409,1.1335,0.64869,0.13707,0.17159,0.0052942,1.1762,0.50116,11.443,3.2078,0.79597,-0.078576,12.164,0.81579,0.37896,0.17282,0.8541,0.49395,0.56959,0.68569,0.38471
1,6,4,1,2,0.52943,1.2343,0.16371,0.4098,1,0.65637,1.2756,0.49804,0.61941,0.39062,0.71241,5.3815,0.84726,1.1309,0.59211,0.13313,0.17146,0.0056336,1.2877,0.50275,4.172,3.4876,0.78181,-0.054627,4.3602,0.7733,0.29009,0.17474,0.9124,0.47191,0.59666,0.75281,0.39062
1,6,4,2,1,0.49659,1.4339,0.11941,0.35484,1,0.659,1.0881,0.49338,0.60728,0.29554,0.66918,11.232,0.7762,1.1794,0.5821,0.08852,0.13194,0.0082121,1.3369,0.50911,9.9518,10.41,0.71673,-0.031192,12.756,0.81757,0.29526,0.17591,0.75685,0.50536,0.57035,0.80137,0.29554
1,6,4,2,1,0.50378,1.3037,0.14857,0.34163,1,0.65824,1.1382,0.51958,0.61569,0.34312,0.61002,8.8702,0.77867,1.0734,0.62092,0.1071,0.15387,0.0076726,1.3554,0.48214,6.8568,8.6779,0.6885,-0.039895,8.9579,0.76166,0.3215,0.17673,0.75749,0.49785,0.5172,0.68988,0.34312
1,6,4,2,1,0.5073,1.2551,0.1323,0.45303,1,0.66411,1.1055,0.49477,0.59319,0.3418,0.6106,15.799,0.74146,1.2094,0.63947,0.10175,0.1357,0.0033172,1.2703,0.50738,8.6063,14.273,0.7456,-0.0099733,11.111,0.76464,0.28359,0.17626,0.7304,0.49538,0.61062,0.74704,0.3418
1,6,4,2,2,0.54312,0.86996,0.19876,0.41502,1,0.7786,1.2251,0.47363,0.70706,0.59546,0.68011,5.1565,0.65969,1.1648,0.66821,0.15021,0.20387,0.0032779,0.83487,0.52777,5.6186,3.0192,0.74437,-0.0039217,6.2463,0.68549,0.26698,0.17636,0.84317,0.45804,0.7617,0.79527,0.59546
1,6,4,2,2,0.54981,0.81594,0.21048,0.35493,1,0.73072,1.2591,0.47693,0.78061,0.61035,0.73095,5.1205,0.64934,1.1275,0.68345,0.16939,0.21812,0.0040314,0.81594,0.5243,4.9241,3.1979,0.77342,0.016724,5.691,0.73807,0.31182,0.1733,0.96866,0.45142,0.66162,0.79039,0.61035
1,6,4,2,2,0.52222,0.94319,0.18536,0.40123,1,0.76681,1.1646,0.49289,0.74021,0.54506,0.74368,4.1942,0.75235,1.0786,0.71426,0.14851,0.21043,0.0051287,0.9396,0.50818,4.2783,2.7786,0.76831,-0.11947,5.109,0.78534,0.22913,0.17677,0.801,0.47885,0.65782,0.77562,0.54506
1,6,4,3,1,0.49504,1.0349,0.1538,0.49,1,0.70711,1.0789,0.52017,0.69587,0.40303,0.64236,17.628,0.84553,1.0648,0.69759,0.11193,0.14317,0.0070402,1.1466,0.48207,5.8091,17.75,0.73359,0.053177,9.1948,0.82941,0.31904,0.17544,0.66771,0.50829,0.64079,0.72632,0.40303
1,6,4,3,1,0.5087,1.2125,0.15817,0.63599,1,0.67782,1.1224,0.50747,0.69004,0.39062,0.57813,7.8833,0.7288,1.1252,0.64178,0.10672,0.16946,0.0048335,1.2595,0.49333,2.072,7.3513,0.7351,-0.02872,3.6538,0.81864,0.33648,0.17477,0.75917,0.49268,0.62177,0.70018,0.39062
1,6,4,3,1,0.51537,1.212,0.15533,0.44021,1,0.6967,1.1873,0.49981,0.60125,0.4069,0.65676,6.4632,0.68652,1.2108,0.62231,0.10518,0.16655,0.0039728,1.263,0.50099,2.0641,6.0158,0.71719,-0.029281,3.6594,0.76855,0.49365,0.17295,0.73227,0.48576,0.65048,0.78071,0.4069
1,6,4,3,2,0.54443,0.67191,0.24315,0.30385,1,0.794,1.2088,0.47677,0.7677,0.74084,0.69284,5.8397,0.63948,1.1069,0.72968,0.1706,0.25015,0.0045005,0.67176,0.52472,3.8878,3.8878,0.76811,0.044227,5.9961,0.71627,0.33469,0.17666,0.95869,0.45707,0.79395,0.89492,0.74084
1,6,4,3,2,0.5305,0.6036,0.25488,0.35896,1,0.83851,1.1518,0.4846,0.8523,0.82632,0.79384,5.9267,0.83101,1.0748,0.77791,0.17286,0.26308,0.0065284,0.60273,0.51706,4.3182,4.3137,0.81678,0.03415,6.422,0.83957,0.32301,0.17671,0.88568,0.47115,0.8068,0.91701,0.82632
1,6,4,3,2,0.53389,0.71623,0.2056,0.24282,1,0.86843,1.1982,0.47707,0.84701,0.68359,0.82134,5.0898,0.72512,1.1288,0.83619,0.16528,0.22937,0.0077676,0.71723,0.52432,3.6342,3.6493,0.81107,-0.10601,5.2695,0.87749,0.20256,0.17671,0.88626,0.46752,0.82789,0.9253,0.68359
1,6,7,1,1,0.50315,1.2184,0.099255,0.41556,1,0.60367,1.1102,0.51813,0.65542,0.26727,0.60948,23.957,0.6572,1.0876,0.52335,0.082462,0.10999,0.0027085,1.2119,0.486,22.011,20.285,0.6694,-0.054883,24.543,0.70782,0.32742,0.17625,0.78992,0.50066,0.58546,0.63175,0.26727
1,6,7,1,1,0.50651,1.0991,0.13361,0.45908,1,0.62147,1.0846,0.48301,0.6394,0.32552,0.61603,20.706,0.72374,1.2117,0.56254,0.10479,0.13415,0.0027439,1.1652,0.52059,19.15,18.627,0.62286,-0.039934,21.361,0.6965,0.39707,0.17674,0.6972,0.49699,0.53954,0.70149,0.32552
1,6,7,1,1,0.49851,1.3231,0.11287,0.24089,1,0.66154,1.0604,0.51149,0.60619,0.27902,0.59058,18.683,0.64873,1.1096,0.5823,0.083127,0.13193,0.0014246,1.2293,0.49186,17.811,16.204,0.74028,-0.049413,18.736,0.76975,0.33245,0.17569,0.72708,0.50454,0.58307,0.64392,0.27902
1,6,7,1,2,0.52004,1.0101,0.18037,0.3842,1,0.62448,1.1309,0.4879,0.6019,0.42832,0.58963,14.096,0.78023,1.1295,0.58956,0.12878,0.19043,0.0045657,1.0463,0.51421,11.208,8.1257,0.69437,-0.080255,12.106,0.6203,0.34334,0.17673,0.73488,0.48308,0.59681,0.79949,0.42832
1,6,7,1,2,0.53071,0.87877,0.18237,0.58157,1,0.63364,1.1756,0.48105,0.65009,0.46705,0.62292,15.695,0.5854,1.1308,0.57583,0.14012,0.17134,0.0039614,1.0176,0.52091,10.439,9.8799,0.65819,-0.030675,11.03,0.66022,0.28804,0.1765,0.61578,0.47309,0.59238,0.58615,0.46705
1,6,7,1,2,0.53054,0.90252,0.19176,0.62437,1,0.59777,1.178,0.47906,0.68045,0.46258,0.68869,13.87,0.64725,1.133,0.55828,0.13651,0.17596,0.0038482,1.069,0.52206,5.9602,8.6224,0.72548,-0.037981,5.9982,0.62473,0.24866,0.17672,0.73044,0.47278,0.59776,0.56211,0.46258
1,6,7,2,1,0.50167,0.96902,0.174,0.44269,1,0.57914,1.0524,0.50362,0.53033,0.41624,0.55756,18.681,0.60202,1.0982,0.52046,0.11682,0.16162,0.0044436,1.1456,0.49804,6.6521,17.63,0.60674,-0.037895,9.053,0.69975,0.57174,0.17593,0.65203,0.50165,0.5185,0.66294,0.41624
1,6,7,2,1,0.49961,1.0867,0.16221,0.47763,1,0.72505,1.0503,0.50644,0.68714,0.33482,0.58827,19.844,0.63169,1.1062,0.59699,0.095155,0.15458,0.002838,1.282,0.49518,6.4693,17.447,0.66067,-0.071503,8.1273,0.72855,0.31667,0.17509,0.67337,0.50366,0.5127,0.7586,0.33482
