group , participant , session , IDRight , IDLeft , hand , value
2,4,7,3,1,1,4.9173
2,4,7,3,1,1,5.8837
2,4,7,3,1,1,2.2294
2,4,7,3,1,2,6.6403
2,4,7,3,1,2,5.3859
2,4,7,3,1,2,4.8951
2,4,7,3,2,1,7.3187
2,4,7,3,2,1,10.431
2,4,7,3,2,1,10.501
2,4,7,3,2,2,10.137
2,4,7,3,2,2,11.52
2,4,7,3,2,2,13.001
2,5,1,1,1,1,10.343
2,5,1,1,1,1,2.9017
2,5,1,1,1,1,4.9353
2,5,1,1,1,2,5.0095
2,5,1,1,1,2,7.5369
2,5,1,1,1,2,4.5687
2,5,1,1,2,1,4.3339
2,5,1,1,2,1,5.9009
2,5,1,1,2,1,5.3591
2,5,1,1,2,2,5.1354
2,5,1,1,2,2,6.0331
2,5,1,1,2,2,7.4147
2,5,1,2,1,1,3.6487
2,5,1,2,1,1,1.5182
2,5,1,2,1,1,6.3716
2,5,1,2,1,2,5.5485
2,5,1,2,1,2,5.1631
2,5,1,2,1,2,4.2036
2,5,1,2,2,1,4.6637
2,5,1,2,2,1,5.1278
2,5,1,2,2,1,6.1608
2,5,1,2,2,2,10.902
2,5,1,2,2,2,5.2073
2,5,1,2,2,2,7.3018
2,5,1,3,1,1,4.9733
2,5,1,3,1,1,3.0091
2,5,1,3,1,1,4.8805
2,5,1,3,1,2,8.1927
2,5,1,3,1,2,7.0335
2,5,1,3,1,2,7.5344
2,5,1,3,2,1,6.4966
2,5,1,3,2,1,6.4634
2,5,1,3,2,1,7.6531
2,5,1,3,2,2,6.3664
2,5,1,3,2,2,6.8692
2,5,1,3,2,2,7.7478
2,5,4,1,1,1,3.4208
2,5,4,1,1,1,7.5628
2,5,4,1,1,1,8.8368
2,5,4,1,1,2,4.7083
2,5,4,1,1,2,3.5144
2,5,4,1,1,2,8.1111
2,5,4,1,2,1,6.8772
2,5,4,1,2,1,7.7719
2,5,4,1,2,1,8.7163
2,5,4,1,2,2,6.4604
2,5,4,1,2,2,6.0973
2,5,4,1,2,2,9.6722
2,5,4,2,1,1,3.0657
2,5,4,2,1,1,9.1728
2,5,4,2,1,1,3.0036
2,5,4,2,1,2,6.5228
2,5,4,2,1,2,6.5138
2,5,4,2,1,2,5.8965
2,5,4,2,2,1,7.4946
2,5,4,2,2,1,7.6015
2,5,4,2,2,1,9.4451
2,5,4,2,2,2,5.1866
2,5,4,2,2,2,6.2259
2,5,4,2,2,2,5.5691
2,5,4,3,1,1,11.626
2,5,4,3,1,1,5.9768
2,5,4,3,1,1,3.6542
2,5,4,3,1,2,8.8068
2,5,4,3,1,2,9.514
2,5,4,3,1,2,8.5685
2,5,4,3,2,1,8.8886
2,5,4,3,2,1,10.382
2,5,4,3,2,1,9.9445
2,5,4,3,2,2,9.4038
2,5,4,3,2,2,11.243
2,5,4,3,2,2,10.312
2,5,7,1,1,1,10.385
2,5,7,1,1,1,3.8418
2,5,7,1,1,1,4.2462
2,5,7,1,1,2,4.5857
