grp , pp , S , IDR , IDL , accTimeL , accQR , rho , Rf , IPerfEfL , q1R , peakVelL , decTimeR , circularityR , circularityL , q1L , q2L , Lf , flsAmp , decTimeL , q4R , phDiffStd , q3L , accQL , IPerfL , q3R , MTR , IPerfEfR , IPerfR , MTL , q2R , phDiffMean , flsPC , accTimeR , peakVelR , q4L
2,5,7,3,2,0.52645,0.8872,1,0,13.679,0.8516,0.52762,0.47056,0.89126,0.89126,0.8516,0.95856,0,0.15355,0.4773,0.92426,0.0070094,0.94487,0.91231,9.7267,0.94487,0.2671,14.726,9.7525,0.26778,0.95856,0.23188,0.17635,0.53319,0.53605,0.92426
2,5,7,3,2,0.53881,0.89155,1,0,12.304,0.82775,0.52105,0.4716,0.90918,0.90918,0.82775,0.8604,0,0.15632,0.46492,0.89743,0.014134,0.95207,0.8706,9.6992,0.95207,0.26823,13.261,9.7059,0.26855,0.8604,0.11059,0.17518,0.53213,0.53245,0.89743
2,5,7,3,2,0.52162,0.8924,1,0,13.556,0.88814,0.52955,0.47132,0.86695,0.86695,0.88814,0.94589,0,0.15271,0.48199,0.76341,0.012748,0.85931,0.93115,9.3917,0.85931,0.27747,13.403,9.3996,0.27764,0.94589,0.099111,0.17614,0.53229,0.54585,0.76341
2,7,1,1,1,0.46412,1.0655,1,0.21798,6.6179,0.87571,0.11195,0.48384,0.87217,0.87217,0.87571,0.83297,0.21798,0.02423,0.53721,0.71452,0.003086,0.90754,1.4245,7.0978,0.90754,1.6769,15.367,15.563,1.9081,0.83297,-0.0023778,0.17571,0.51908,0.085773,0.71452
2,7,1,1,1,0.50103,1.0855,1,0.24414,4.8322,0.89649,0.1013,0.48457,0.89177,0.89177,0.89649,0.75553,0.24414,0.028556,0.5004,0.68787,0.0028132,0.92883,1.2416,7.6174,0.92883,1.3228,16.868,17.945,1.7038,0.75553,0.0051837,0.17676,0.5188,0.075364,0.68787
2,7,1,1,1,0.49819,1.0143,1,0.26117,4.4226,0.96086,0.13467,0.47942,0.74372,0.74372,0.96086,0.69093,0.26117,0.023733,0.50263,0.60806,0.0034798,0.80727,1.2453,4.3837,0.80727,1.5649,10.583,10.579,1.7489,0.69093,-0.0031208,0.17675,0.52257,0.11206,0.60806
2,7,1,1,1,0.46412,1.0655,1,0.21798,6.6179,0.87571,0.11195,0.48384,0.87217,0.87217,0.87571,0.83297,0.21798,0.02423,0.53721,0.71452,0.003086,0.90754,1.4245,7.0978,0.90754,1.6769,15.367,15.563,1.9081,0.83297,-0.0023778,0.17571,0.51908,0.085773,0.71452
2,7,1,1,1,0.50103,1.0855,1,0.24414,4.8322,0.89649,0.1013,0.48457,0.89177,0.89177,0.89649,0.75553,0.24414,0.028556,0.5004,0.68787,0.0028132,0.92883,1.2416,7.6174,0.92883,1.3228,16.868,17.945,1.7038,0.75553,0.0051837,0.17676,0.5188,0.075364,0.68787
2,7,1,1,1,0.49819,1.0143,1,0.26117,4.4226,0.96086,0.13467,0.47942,0.74372,0.74372,0.96086,0.69093,0.26117,0.023733,0.50263,0.60806,0.0034798,0.80727,1.2453,4.3837,0.80727,1.5649,10.583,10.579,1.7489,0.69093,-0.0031208,0.17675,0.52257,0.11206,0.60806
2,7,1,1,2,0.47609,1.1476,1,0.40109,2.9469,0.88242,0.16467,0.50686,0.67691,0.67691,0.88242,0.65272,0.40109,0.063802,0.52474,0.6261,0.0049171,0.85412,1.3655,2.1532,0.85412,1.1913,5.5406,5.3624,1.2434,0.65272,0.0074925,0.17238,0.49415,0.15522,0.6261
2,7,1,1,2,0.47793,1.1549,1,0.37042,2.5468,0.92596,0.15088,0.49852,0.80235,0.80235,0.92596,0.63386,0.37042,0.06907,0.52286,0.63354,0.0087357,0.92385,1.3893,2.0659,0.92385,1.2838,4.2021,4.2226,1.2847,0.63386,0.023793,0.16791,0.50227,0.15472,0.63354
2,7,1,1,2,0.46823,1.2118,1,0.36621,2.743,0.9686,0.14488,0.50599,0.85753,0.85753,0.9686,0.58206,0.36621,0.045559,0.53248,0.68288,0.0038845,0.91682,1.4761,1.8579,0.91682,1.3953,5.4626,5.5644,1.4508,0.58206,0.039741,0.17479,0.49506,0.13966,0.68288
2,7,1,1,2,0.47609,1.1476,1,0.40109,2.9469,0.88242,0.16467,0.50686,0.67691,0.67691,0.88242,0.65272,0.40109,0.063802,0.52474,0.6261,0.0049171,0.85412,1.3655,2.1532,0.85412,1.1913,5.5406,5.3624,1.2434,0.65272,0.0074925,0.17238,0.49415,0.15522,0.6261
2,7,1,1,2,0.47793,1.1549,1,0.37042,2.5468,0.92596,0.15088,0.49852,0.80235,0.80235,0.92596,0.63386,0.37042,0.06907,0.52286,0.63354,0.0087357,0.92385,1.3893,2.0659,0.92385,1.2838,4.2021,4.2226,1.2847,0.63386,0.023793,0.16791,0.50227,0.15472,0.63354
2,7,1,1,2,0.46823,1.2118,1,0.36621,2.743,0.9686,0.14488,0.50599,0.85753,0.85753,0.9686,0.58206,0.36621,0.045559,0.53248,0.68288,0.0038845,0.91682,1.4761,1.8579,0.91682,1.3953,5.4626,5.5644,1.4508,0.58206,0.039741,0.17479,0.49506,0.13966,0.68288
2,7,1,2,1,0.51103,1.0294,1,0.28935,9.6689,0.9147,0.12192,0.46983,0.88774,0.88774,0.9147,0.74523,0.28935,0.029721,0.49088,0.62801,0.0051017,0.85236,1.1866,10.161,0.85236,1.3978,7.6048,6.8405,1.4454,0.74523,0.02373,0.17665,0.53188,0.10882,0.62801
2,7,1,2,1,0.51261,1.1539,1,0.2585,6.3135,0.89103,0.1259,0.49353,0.84213,0.84213,0.89103,0.72647,0.2585,0.044384,0.48861,0.56065,0.0037381,0.95453,1.1861,6.5153,0.95453,1.5864,12.868,9.9552,1.7001,0.72647,0.031358,0.17672,0.50896,0.10018,0.56065
2,7,1,2,1,0.51112,0.97581,1,0.23304,2.6381,0.97952,0.11468,0.46623,0.80461,0.80461,0.97952,0.62629,0.23304,0.031468,0.48996,0.73812,0.007389,0.86451,1.2151,5.7244,0.86451,1.5955,5.6205,8.1797,1.8064,0.62629,0.0053749,0.17675,0.53582,0.091921,0.73812
2,7,1,2,1,0.51103,1.0294,1,0.28935,9.6689,0.9147,0.12192,0.46983,0.88774,0.88774,0.9147,0.74523,0.28935,0.029721,0.49088,0.62801,0.0051017,0.85236,1.1866,10.161,0.85236,1.3978,7.6048,6.8405,1.4454,0.74523,0.02373,0.17665,0.53188,0.10882,0.62801
2,7,1,2,1,0.51261,1.1539,1,0.2585,6.3135,0.89103,0.1259,0.49353,0.84213,0.84213,0.89103,0.72647,0.2585,0.044384,0.48861,0.56065,0.0037381,0.95453,1.1861,6.5153,0.95453,1.5864,12.868,9.9552,1.7001,0.72647,0.031358,0.17672,0.50896,0.10018,0.56065
2,7,1,2,1,0.51112,0.97581,1,0.23304,2.6381,0.97952,0.11468,0.46623,0.80461,0.80461,0.97952,0.62629,0.23304,0.031468,0.48996,0.73812,0.007389,0.86451,1.2151,5.7244,0.86451,1.5955,5.6205,8.1797,1.8064,0.62629,0.0053749,0.17675,0.53582,0.091921,0.73812
2,7,1,2,2,0.49323,0.93478,1,0.62391,4.3457,1.0226,0.20058,0.47711,0.88174,0.88174,1.0226,0.85003,0.62391,0.078078,0.50807,0.76617,0.0055592,0.90381,1.0977,3.3863,0.90381,0.77484,4.9562,5.215,0.77514,0.85003,0.054795,0.17639,0.52419,0.21302,0.76617
2,7,1,2,2,0.5025,0.94078,1,0.76294,4.7451,0.80957,0.21283,0.47772,0.90317,0.90317,0.80957,0.96735,0.76294,0.10038,0.49902,0.86738,0.0042254,0.91411,1.0271,3.9492,0.91411,0.68002,5.1124,6.1219,0.67973,0.96735,0.088474,0.17364,0.52381,0.22718,0.86738
2,7,1,2,2,0.49806,1.0135,1,0.63189,3.999,0.8943,0.21033,0.49468,0.9028,0.9028,0.8943,0.96343,0.63189,0.061189,0.5032,0.86599,0.0057166,0.82148,1.091,3.2844,0.82148,0.79984,5.3393,5.0552,0.80011,0.96343,0.074733,0.17404,0.50658,0.20575,0.86599
2,7,1,2,2,0.49323,0.93478,1,0.62391,4.3457,1.0226,0.20058,0.47711,0.88174,0.88174,1.0226,0.85003,0.62391,0.078078,0.50807,0.76617,0.0055592,0.90381,1.0977,3.3863,0.90381,0.77484,4.9562,5.215,0.77514,0.85003,0.054795,0.17639,0.52419,0.21302,0.76617
2,7,1,2,2,0.5025,0.94078,1,0.76294,4.7451,0.80957,0.21283,0.47772,0.90317,0.90317,0.80957,0.96735,0.76294,0.10038,0.49902,0.86738,0.0042254,0.91411,1.0271,3.9492,0.91411,0.68002,5.1124,6.1219,0.67973,0.96735,0.088474,0.17364,0.52381,0.22718,0.86738
2,7,1,2,2,0.49806,1.0135,1,0.63189,3.999,0.8943,0.21033,0.49468,0.9028,0.9028,0.8943,0.96343,0.63189,0.061189,0.5032,0.86599,0.0057166,0.82148,1.091,3.2844,0.82148,0.79984,5.3393,5.0552,0.80011,0.96343,0.074733,0.17404,0.50658,0.20575,0.86599
2,7,1,3,1,0.51712,1.034,1,0.37435,3.6773,0.85973,0.16056,0.47044,0.86854,0.86854,0.85973,0.86854,0.37435,0.050158,0.4836,0.50897,0.0073487,0.87689,1.2503,3.7957,0.87689,1.3121,5.8398,4.4314,1.4337,0.86854,0.03426,0.17442,0.53127,0.1146,0.50897
2,7,1,3,1,0.50963,1.1263,1,0.36439,5.145,0.92714,0.15628,0.50051,0.87376,0.87376,0.92714,0.70529,0.36439,0.047774,0.49142,0.64132,0.0052707,0.89598,1.2149,5.5403,0.89598,1.2215,7.0729,4.6591,1.3143,0.70529,0.042084,0.17518,0.50128,0.11236,0.64132
2,7,1,3,1,0.51759,1.04,1,0.32552,3.2829,0.90433,0.14058,0.47372,0.82313,0.82313,0.90433,0.66239,0.32552,0.0383,0.48305,0.70894,0.0035242,0.96399,1.2894,3.4194,0.96399,1.5004,6.0301,3.6946,1.5777,0.66239,0.0181,0.17657,0.52771,0.1015,0.70894
2,7,1,3,1,0.51712,1.034,1,0.37435,3.6773,0.85973,0.16056,0.47044,0.86854,0.86854,0.85973,0.86854,0.37435,0.050158,0.4836,0.50897,0.0073487,0.87689,1.2503,3.7957,0.87689,1.3121,5.8398,4.4314,1.4337,0.86854,0.03426,0.17442,0.53127,0.1146,0.50897
2,7,1,3,1,0.50963,1.1263,1,0.36439,5.145,0.92714,0.15628,0.50051,0.87376,0.87376,0.92714,0.70529,0.36439,0.047774,0.49142,0.64132,0.0052707,0.89598,1.2149,5.5403,0.89598,1.2215,7.0729,4.6591,1.3143,0.70529,0.042084,0.17518,0.50128,0.11236,0.64132
2,7,1,3,1,0.51759,1.04,1,0.32552,3.2829,0.90433,0.14058,0.47372,0.82313,0.82313,0.90433,0.66239,0.32552,0.0383,0.48305,0.70894,0.0035242,0.96399,1.2894,3.4194,0.96399,1.5004,6.0301,3.6946,1.5777,0.66239,0.0181,0.17657,0.52771,0.1015,0.70894
2,7,1,3,2,0.48085,0.92731,1,0,7.789,0.96417,0.41397,0.48103,0.92248,0.92248,0.96417,0.90971,0,0.16279,0.52173,1.0091,0.034143,0.84473,1.0986,6.7156,0.84473,0.38884,6.727,6.7329,0.38993,0.90971,0.018866,0.17648,0.52156,0.37934,1.0091
2,7,1,3,2,0.46665,0.96485,1,0.97656,6.5461,0.9647,0.29433,0.48831,0.89157,0.89157,0.9647,0.87942,0.97656,0.13251,0.53528,1.0334,0.016845,0.82473,1.1638,5.0254,0.82473,0.52018,4.9002,5.0116,0.52042,0.87942,0.034852,0.17057,0.51361,0.28765,1.0334
2,7,1,3,2,0.4743,1.0557,1,1.0696,6.4683,0.82698,0.32728,0.50907,0.9153,0.9153,0.82698,0.89213,1.0696,0.13393,0.52778,0.8934,0.0076226,0.83212,1.1423,5.4054,0.83212,0.48493,6.1455,5.398,0.48498,0.89213,0.041859,0.1767,0.49301,0.31738,0.8934
2,7,1,3,2,0.48085,0.92731,1,0,7.789,0.96417,0.41397,0.48103,0.92248,0.92248,0.96417,0.90971,0,0.16279,0.52173,1.0091,0.034143,0.84473,1.0986,6.7156,0.84473,0.38884,6.727,6.7329,0.38993,0.90971,0.018866,0.17648,0.52156,0.37934,1.0091
2,7,1,3,2,0.46665,0.96485,1,0.97656,6.5461,0.9647,0.29433,0.48831,0.89157,0.89157,0.9647,0.87942,0.97656,0.13251,0.53528,1.0334,0.016845,0.82473,1.1638,5.0254,0.82473,0.52018,4.9002,5.0116,0.52042,0.87942,0.034852,0.17057,0.51361,0.28765,1.0334
2,7,1,3,2,0.4743,1.0557,1,1.0696,6.4683,0.82698,0.32728,0.50907,0.9153,0.9153,0.82698,0.89213,1.0696,0.13393,0.52778,0.8934,0.0076226,0.83212,1.1423,5.4054,0.83212,0.48493,6.1455,5.398,0.48498,0.89213,0.041859,0.1767,0.49301,0.31738,0.8934
2,7,4,1,1,0.49018,1.0166,1,0.33104,6.6432,0.89708,0.15701,0.48301,0.73159,0.73159,0.89708,0.54556,0.33104,0.040839,0.51106,0.70024,0.0012336,0.85377,1.2178,6.6086,0.85377,1.123,19.308,18.355,1.3651,0.54556,0.0066117,0.17667,0.52044,0.12305,0.70024
2,7,4,1,1,0.47886,1.1106,1,0.32124,6.5487,0.91308,0.15135,0.48678,0.83414,0.83414,0.91308,0.64522,0.32124,0.02347,0.5223,0.60874,0.0014769,1.0206,1.3133,6.1488,1.0206,1.2233,12.975,13.371,1.4057,0.64522,0.013133,0.17672,0.51573,0.12973,0.60874
2,7,4,1,1,0.48679,0.96953,1,0.33053,5.5538,0.72516,0.14569,0.46559,0.84288,0.84288,0.72516,0.70527,0.33053,0.026879,0.51421,0.66368,0.0019897,0.85393,1.3181,5.3643,0.85393,1.2584,13.361,13.942,1.4846,0.70527,0.05983,0.17652,0.53703,0.13099,0.66368
2,7,4,1,1,0.49018,1.0166,1,0.33104,6.6432,0.89708,0.15701,0.48301,0.73159,0.73159,0.89708,0.54556,0.33104,0.040839,0.51106,0.70024,0.0012336,0.85377,1.2178,6.6086,0.85377,1.123,19.308,18.355,1.3651,0.54556,0.0066117,0.17667,0.52044,0.12305,0.70024
2,7,4,1,1,0.47886,1.1106,1,0.32124,6.5487,0.91308,0.15135,0.48678,0.83414,0.83414,0.91308,0.64522,0.32124,0.02347,0.5223,0.60874,0.0014769,1.0206,1.3133,6.1488,1.0206,1.2233,12.975,13.371,1.4057,0.64522,0.013133,0.17672,0.51573,0.12973,0.60874
2,7,4,1,1,0.48679,0.96953,1,0.33053,5.5538,0.72516,0.14569,0.46559,0.84288,0.84288,0.72516,0.70527,0.33053,0.026879,0.51421,0.66368,0.0019897,0.85393,1.3181,5.3643,0.85393,1.2584,13.361,13.942,1.4846,0.70527,0.05983,0.17652,0.53703,0.13099,0.66368
2,7,4,1,2,0.4742,1.0977,1,0.46794,3.5969,0.86997,0.18412,0.50156,0.77885,0.77885,0.86997,0.59185,0.46794,0.054682,0.5268,0.53801,0.13049,0.82789,1.2036,2.5912,0.82789,1.0166,12.809,13.152,1.0403,0.59185,0.050538,0.16895,0.50091,0.16352,0.53801
2,7,4,1,2,0.46911,1.0586,1,0.45839,3.8818,0.8528,0.12993,0.49622,0.73489,0.73489,0.8528,0.60536,0.45839,0.038364,0.53182,0.62577,0.003493,0.86996,1.2429,2.417,0.86996,1.085,5.1402,4.9348,1.0837,0.60536,0.035154,0.17062,0.50471,0.16681,0.62577
2,7,4,1,2,0.4892,1.0364,1,0.42459,7.612,1.0168,0.12573,0.48775,0.75218,0.75218,1.0168,0.6616,0.42459,0.06622,0.5128,0.65369,0.0027858,0.80291,1.2971,5.2075,0.80291,1.0485,12.347,13.007,1.0732,0.6616,0.01979,0.17535,0.5147,0.14387,0.65369
2,7,4,1,2,0.4742,1.0977,1,0.46794,3.5969,0.86997,0.18412,0.50156,0.77885,0.77885,0.86997,0.59185,0.46794,0.054682,0.5268,0.53801,0.13049,0.82789,1.2036,2.5912,0.82789,1.0166,12.809,13.152,1.0403,0.59185,0.050538,0.16895,0.50091,0.16352,0.53801
2,7,4,1,2,0.46911,1.0586,1,0.45839,3.8818,0.8528,0.12993,0.49622,0.73489,0.73489,0.8528,0.60536,0.45839,0.038364,0.53182,0.62577,0.003493,0.86996,1.2429,2.417,0.86996,1.085,5.1402,4.9348,1.0837,0.60536,0.035154,0.17062,0.50471,0.16681,0.62577
2,7,4,1,2,0.4892,1.0364,1,0.42459,7.612,1.0168,0.12573,0.48775,0.75218,0.75218,1.0168,0.6616,0.42459,0.06622,0.5128,0.65369,0.0027858,0.80291,1.2971,5.2075,0.80291,1.0485,12.347,13.007,1.0732,0.6616,0.01979,0.17535,0.5147,0.14387,0.65369
2,7,4,2,1,0.47473,1.0966,1,0.40109,3.1106,0.87535,0.15432,0.5054,0.84584,0.84584,0.87535,0.65079,0.40109,0.03513,0.52625,0.60297,0.041425,0.82507,1.247,5.2042,0.82507,1.023,13.131,10.716,1.185,0.65079,0.047206,0.17441,0.49728,0.13534,0.60297
2,7,4,2,1,0.4972,1.0006,1,0.34555,3.9606,0.90052,0.15519,0.48301,0.77578,0.77578,0.90052,0.71007,0.34555,0.03513,0.50351,0.64663,0.0015142,0.85197,1.2947,3.7606,0.85197,1.0366,20.459,17.675,1.4349,0.71007,0.079383,0.17675,0.52141,0.11457,0.64663
2,7,4,2,1,0.48539,1.0597,1,0.35511,8.6502,0.88143,0.14362,0.48985,0.86358,0.86358,0.88143,0.60721,0.35511,0.031181,0.5162,0.65322,0.0015443,0.85477,1.3518,8.4633,0.85477,1.2517,10.316,8.5029,1.3004,0.60721,0.058048,0.17677,0.51228,0.14062,0.65322
2,7,4,2,1,0.47473,1.0966,1,0.40109,3.1106,0.87535,0.15432,0.5054,0.84584,0.84584,0.87535,0.65079,0.40109,0.03513,0.52625,0.60297,0.041425,0.82507,1.247,5.2042,0.82507,1.023,13.131,10.716,1.185,0.65079,0.047206,0.17441,0.49728,0.13534,0.60297
2,7,4,2,1,0.4972,1.0006,1,0.34555,3.9606,0.90052,0.15519,0.48301,0.77578,0.77578,0.90052,0.71007,0.34555,0.03513,0.50351,0.64663,0.0015142,0.85197,1.2947,3.7606,0.85197,1.0366,20.459,17.675,1.4349,0.71007,0.079383,0.17675,0.52141,0.11457,0.64663
2,7,4,2,1,0.48539,1.0597,1,0.35511,8.6502,0.88143,0.14362,0.48985,0.86358,0.86358,0.88143,0.60721,0.35511,0.031181,0.5162,0.65322,0.0015443,0.85477,1.3518,8.4633,0.85477,1.2517,10.316,8.5029,1.3004,0.60721,0.058048,0.17677,0.51228,0.14062,0.65322
2,7,4,2,2,0.45806,0.97035,1,0,5.9923,0.83736,0.26751,0.48816,0.87416,0.87416,0.83736,1.0024,0,0.10862,0.54367,0.84124,0.22406,0.85888,1.2161,4.4987,0.85888,0.61374,6.8729,6.7121,0.58744,1.0024,-0.26305,0.12315,0.51351,0.25791,0.84124
2,7,4,2,2,0.49136,1.0114,1,0.93587,6.7957,0.83346,0.27793,0.50193,0.94263,0.94263,0.83346,0.84192,0.93587,0.084064,0.51052,0.87697,0.0036103,0.9396,1.0485,4.8719,0.9396,0.5354,8.1809,7.4797,0.5356,0.84192,0.08917,0.17614,0.49994,0.30313,0.87697
2,7,4,2,2,0.48006,1.0616,1,1.1308,6.8612,0.844,0.32174,0.51384,0.85311,0.85311,0.844,0.87271,1.1308,0.10575,0.52217,0.85864,0.0088575,0.8913,1.1007,5.7965,0.8913,0.44993,9.1231,8.9053,0.45033,0.87271,0.10387,0.17392,0.48839,0.35255,0.85864
2,7,4,2,2,0.45806,0.97035,1,0,5.9923,0.83736,0.26751,0.48816,0.87416,0.87416,0.83736,1.0024,0,0.10862,0.54367,0.84124,0.22406,0.85888,1.2161,4.4987,0.85888,0.61374,6.8729,6.7121,0.58744,1.0024,-0.26305,0.12315,0.51351,0.25791,0.84124
2,7,4,2,2,0.49136,1.0114,1,0.93587,6.7957,0.83346,0.27793,0.50193,0.94263,0.94263,0.83346,0.84192,0.93587,0.084064,0.51052,0.87697,0.0036103,0.9396,1.0485,4.8719,0.9396,0.5354,8.1809,7.4797,0.5356,0.84192,0.08917,0.17614,0.49994,0.30313,0.87697
2,7,4,2,2,0.48006,1.0616,1,1.1308,6.8612,0.844,0.32174,0.51384,0.85311,0.85311,0.844,0.87271,1.1308,0.10575,0.52217,0.85864,0.0088575,0.8913,1.1007,5.7965,0.8913,0.44993,9.1231,8.9053,0.45033,0.87271,0.10387,0.17392,0.48839,0.35255,0.85864
2,7,4,3,1,0.52061,0.92072,0.22222,1.0653,7.0654,0.8471,0.10693,0.47723,0.87464,0.87464,0.8471,0.85936,0.23674,1.7051e-05,0.48069,0.94305,0.99945,0.76706,1.0068,6.9161,0.76706,0.47402,7.9628,5.7646,1.7611,0.85936,1.3217,0.00013379,0.52499,0.33725,0.94305
2,7,4,3,1,0.53496,0.97826,0.21429,1.1393,10.66,0.86551,0.096295,0.4932,0.96525,0.96525,0.86551,0.99026,0.24414,9.4742e-06,0.46716,0.92796,0.99982,0.81837,0.95843,11.255,0.81837,0.45222,7.5985,5.8538,1.5184,0.99026,2.7465,6.5016e-05,0.50905,0.34414,0.92796
2,7,4,3,1,0.50126,0.95439,0.23762,1.0839,4.0989,0.82259,0.11311,0.48673,0.88205,0.88205,0.82259,0.84113,0.25755,2.4726e-06,0.4995,0.91474,0.99981,0.84657,1.1735,4.0347,0.84657,0.4648,7.967,5.64,1.8429,0.84113,-2.7958,2.0899e-05,0.51544,0.32483,0.91474
2,7,4,3,1,0.52061,0.92072,0.22222,1.0653,7.0654,0.8471,0.10693,0.47723,0.87464,0.87464,0.8471,0.85936,0.23674,1.7051e-05,0.48069,0.94305,0.99945,0.76706,1.0068,6.9161,0.76706,0.47402,7.9628,5.7646,1.7611,0.85936,1.3217,0.00013379,0.52499,0.33725,0.94305
2,7,4,3,1,0.53496,0.97826,0.21429,1.1393,10.66,0.86551,0.096295,0.4932,0.96525,0.96525,0.86551,0.99026,0.24414,9.4742e-06,0.46716,0.92796,0.99982,0.81837,0.95843,11.255,0.81837,0.45222,7.5985,5.8538,1.5184,0.99026,2.7465,6.5016e-05,0.50905,0.34414,0.92796
2,7,4,3,1,0.50126,0.95439,0.23762,1.0839,4.0989,0.82259,0.11311,0.48673,0.88205,0.88205,0.82259,0.84113,0.25755,2.4726e-06,0.4995,0.91474,0.99981,0.84657,1.1735,4.0347,0.84657,0.4648,7.967,5.64,1.8429,0.84113,-2.7958,2.0899e-05,0.51544,0.32483,0.91474
2,7,4,3,2,0.4871,0.96572,1,0,6.9658,0.76022,0.44164,0.48926,0.87386,0.87386,0.76022,0.99736,0,0.14672,0.51596,0.84933,0.021101,0.85388,1.0836,7.9514,0.85388,0.3292,11.311,7.9128,0.32964,0.99736,0.17744,0.17092,0.51378,0.44804,0.84933
2,7,4,3,2,0.48863,0.94769,1,0,8.0625,0.80199,0.40366,0.48496,0.95338,0.95338,0.80199,0.90178,0,0.135,0.51426,0.93817,0.018008,0.84806,1.0889,7.5004,0.84806,0.34844,11.392,7.4829,0.34902,0.90178,0.18679,0.16578,0.51792,0.44161,0.93817
2,7,4,3,2,0.47737,0.93662,1,0,8.4917,0.81607,0.40328,0.48203,0.94583,0.94583,0.81607,0.98427,0,0.15209,0.52544,1.014,0.01888,0.79286,1.1325,7.2959,0.79286,0.35807,10.514,7.2838,0.35895,0.98427,0.18514,0.17391,0.52078,0.42042,1.014
2,7,4,3,2,0.4871,0.96572,1,0,6.9658,0.76022,0.44164,0.48926,0.87386,0.87386,0.76022,0.99736,0,0.14672,0.51596,0.84933,0.021101,0.85388,1.0836,7.9514,0.85388,0.3292,11.311,7.9128,0.32964,0.99736,0.17744,0.17092,0.51378,0.44804,0.84933
2,7,4,3,2,0.48863,0.94769,1,0,8.0625,0.80199,0.40366,0.48496,0.95338,0.95338,0.80199,0.90178,0,0.135,0.51426,0.93817,0.018008,0.84806,1.0889,7.5004,0.84806,0.34844,11.392,7.4829,0.34902,0.90178,0.18679,0.16578,0.51792,0.44161,0.93817
2,7,4,3,2,0.47737,0.93662,1,0,8.4917,0.81607,0.40328,0.48203,0.94583,0.94583,0.81607,0.98427,0,0.15209,0.52544,1.014,0.01888,0.79286,1.1325,7.2959,0.79286,0.35807,10.514,7.2838,0.35895,0.98427,0.18514,0.17391,0.52078,0.42042,1.014
2,7,7,1,1,0.52222,1.0869,1,0.28853,11.067,0.74248,0.14934,0.49892,0.70914,0.70914,0.74248,0.59559,0.28853,0.032308,0.47975,0.64738,0.0019851,0.80366,1.0195,10.526,0.80366,0.93973,22.944,23.07,1.3511,0.59559,-0.0001032,0.17647,0.50541,0.099056,0.64738
2,7,7,1,1,0.50108,1.0738,1,0.30768,5.5524,0.91761,0.17198,0.48958,0.83547,0.83547,0.91761,0.5863,0.30768,0.030455,0.49987,0.61771,0.002278,0.90032,1.1304,5.0437,0.90032,1.0529,21.477,19.872,1.6053,0.5863,0.011198,0.17656,0.51415,0.11108,0.61771
2,7,7,1,1,0.51117,1.0295,1,0.31595,10.743,0.83566,0.17444,0.48046,0.77042,0.77042,0.83566,0.54724,0.31595,0.027714,0.49076,0.67753,0.0018107,0.96167,1.0865,10.235,0.96167,1.3792,7.1932,6.6293,1.2793,0.54724,0.0050003,0.17666,0.52079,0.17972,0.67753
2,7,7,1,1,0.52222,1.0869,1,0.28853,11.067,0.74248,0.14934,0.49892,0.70914,0.70914,0.74248,0.59559,0.28853,0.032308,0.47975,0.64738,0.0019851,0.80366,1.0195,10.526,0.80366,0.93973,22.944,23.07,1.3511,0.59559,-0.0001032,0.17647,0.50541,0.099056,0.64738
2,7,7,1,1,0.50108,1.0738,1,0.30768,5.5524,0.91761,0.17198,0.48958,0.83547,0.83547,0.91761,0.5863,0.30768,0.030455,0.49987,0.61771,0.002278,0.90032,1.1304,5.0437,0.90032,1.0529,21.477,19.872,1.6053,0.5863,0.011198,0.17656,0.51415,0.11108,0.61771
2,7,7,1,1,0.51117,1.0295,1,0.31595,10.743,0.83566,0.17444,0.48046,0.77042,0.77042,0.83566,0.54724,0.31595,0.027714,0.49076,0.67753,0.0018107,0.96167,1.0865,10.235,0.96167,1.3792,7.1932,6.6293,1.2793,0.54724,0.0050003,0.17666,0.52079,0.17972,0.67753
2,7,7,1,2,0.50592,0.91368,2.75,0.31672,5.6473,0.81317,0.27216,0.45249,0.79678,0.79678,0.81317,0.63482,0.87099,0.039929,0.49588,0.69815,0.9986,0.80316,1.0003,4.6553,0.80316,1.3304,10.203,10.537,0.56347,0.63482,1.5757,0.11171,0.54949,0.11103,0.69815
2,7,7,1,2,0.52372,0.96528,2.9167,0.30438,5.7644,0.76802,0.2713,0.46905,0.80858,0.80858,0.76802,0.51063,0.88778,0.030043,0.47807,0.74584,0.99961,0.95531,0.93863,4.6478,0.95531,1.3688,11.597,11.801,0.56382,0.51063,1.3439,0.10852,0.53317,0.10974,0.74584
2,7,7,1,2,0.51769,0.92134,3.0435,0.28076,5.3086,0.79203,0.26371,0.45535,0.7614,0.7614,0.79203,0.50888,0.85449,0.026677,0.48401,0.54693,0.9999,0.90877,0.97231,4.4129,0.90877,1.4595,11.869,11.459,0.60214,0.50888,0.47273,0.1338,0.5468,0.10044,0.54693
2,7,7,1,2,0.50592,0.91368,2.75,0.31672,5.6473,0.81317,0.27216,0.45249,0.79678,0.79678,0.81317,0.63482,0.87099,0.039929,0.49588,0.69815,0.9986,0.80316,1.0003,4.6553,0.80316,1.3304,10.203,10.537,0.56347,0.63482,1.5757,0.11171,0.54949,0.11103,0.69815
